Name,ID,Ratings,Windows,Web,Mac,Linux
Space Station 9,699708,17,False,True,False,False
50/50,694030,131,False,True,False,False
Somni's Nightly Adventures,699623,20,False,True,False,False
Color of the Revolution,700855,8,True,False,False,False
Give me some Space,697263,8,True,False,True,False
Backseat Gamer,700000,8,False,False,False,False
Cursed Maze,699468,16,True,True,False,False
Bullet Out Of Control,696280,11,True,False,False,False
Single Unit,695857,15,True,True,False,False
Keyed Up,693083,20,False,True,False,False
Billy's Mountain,699381,7,False,False,False,False
Dinger's Cat,695800,13,True,False,False,False
Project StarDust,697735,8,True,False,False,False
Broken Game,693504,9,True,False,False,False
Random Castle Defense,699298,8,False,False,False,False
Party Animal,697776,8,True,False,False,False
Rolling Bhakundo,680368,9,True,False,False,False
Tile Isle,698241,8,True,False,False,False
Pollution Solution,696950,15,True,False,True,False
Out Of Control(s),694473,23,False,True,False,False
Control,700291,8,True,False,False,False
Curupira,694609,9,True,False,False,False
Runner Dumbs,699648,10,True,False,False,False
Mayhem Master,697752,21,False,True,False,False
Varda,697482,27,False,True,False,False
2D Apocalypse,696128,12,False,False,False,False
Astronomi-Cat-Astrophe,698403,16,True,False,True,False
A Unique Game Where You Chase Away Wolves And Tend Sheep,698019,9,False,False,False,False
Ten Finger Fighter,695496,10,True,False,False,False
OUT OF CONTROL Pizza Delivery,700230,15,False,True,False,False
Mismatch!,697388,10,True,False,False,False
...Toil and Trouble,697704,25,False,True,False,False
Mr Wiz's Clean Up,698051,21,False,True,False,False
Pain,696786,26,False,True,False,False
Robo Bypass,698630,9,True,False,False,False
Losing Control,698484,8,True,False,False,False
The Cart Before The Horse,700169,7,False,False,False,False
"More RAM, please",700733,11,True,False,False,False
Space Controller,693102,27,False,True,False,False
Off the Rails,698812,20,False,True,False,False
Hole alone,581586,22,False,True,False,False
Where Do You Go,695697,10,True,False,False,True
Shivvver,698822,18,False,True,False,False
Ristet,694277,25,False,True,False,False
Were-Cube,695483,19,True,True,False,False
Kani,695801,15,False,True,False,False
Everything is Under Control,699188,12,True,False,False,False
Super Mega Robot Jetpack Murder Simulator &lt;Turbo&gt;,695000,25,True,False,False,False
The Cloud Hero,180447,12,True,False,False,False
"Run, run, run!",695029,12,True,False,False,False
The Voice,698950,9,True,False,False,False
SNAGU,698997,19,False,True,False,False
Doomsday Reactor,698146,58,True,True,False,False
Chaos Grounds,699684,14,True,False,False,False
SomethingIsOutOfControl,700131,9,True,False,False,False
Astworoid (2-Player),700243,15,False,True,False,False
GMTK 2020 - Spiral,695689,17,False,True,False,False
Foreign Holiday,694658,150,False,True,False,False
Am I Real?,695151,10,True,False,True,False
Too Many Bullets,695597,24,True,False,True,False
A Quiet Drive,694970,22,True,False,False,False
BALLS and EXPLOSIONS!,694246,121,False,True,False,False
Sleepwalk,700531,8,True,False,False,False
NeoSamurai Curse,698611,12,True,False,False,False
Eternal Frost,694707,9,True,False,False,False
a camping adventure.,695785,30,False,True,False,False
Conveyor Control,695303,12,True,False,False,False
HopUp,698560,8,True,False,False,True
Out of Controller,700928,8,False,False,False,False
You Must Learn Control! [GMTK20],696261,12,False,False,False,False
Flask Miracle,698108,28,True,True,False,False
Trelic,694294,9,True,False,False,False
Level Mover,699844,21,False,True,False,False
Level Editor,693845,35,False,True,True,True
Self Control,694995,21,False,True,False,False
Space Ship Commanders,697448,20,True,True,False,True
The World's Easiest Platformer,699248,73,True,True,False,False
Keeping Control,695068,8,True,False,False,False
Meowt of Control (GMTK Game Jam 2020),692590,108,False,True,False,False
Chimpanzee Craze,694399,8,True,False,False,False
The three states of Bloof,693048,20,True,False,False,False
Ticker,697133,17,True,True,False,False
Hellsaw,694172,38,False,True,False,False
Skylight Update,696367,24,True,True,False,False
Out Of CTRL,694019,57,True,True,True,False
Control Room Chaos,699147,14,False,False,False,False
Boxed Out,699658,8,True,False,True,True
Mushroom farm,695633,23,False,True,False,False
Recursion,696304,33,True,True,False,False
Guilding Things,698035,10,False,False,False,False
Ahead of the Curve,694310,14,True,False,False,False
Mine Control,698214,12,True,False,False,False
Blown Away,696058,19,True,True,True,True
Contr[]l.null,696157,13,True,False,True,True
W.H.O.O.P.S,692910,19,False,True,False,False
Jackpot Buckshot,697858,28,False,True,False,False
Anger Management is Harder to Control in a Dungeon,699611,16,True,False,True,True
Necrokey,698672,9,False,False,False,False
Another Drunk Adventure,699757,8,False,False,False,False
Torch and Pitchfork,698287,23,True,True,False,False
Get the Power Square to Win,696395,8,True,False,False,False
"Hop me, I'm cursed",699710,29,False,True,False,False
Preposteroids,692042,9,False,False,False,False
GMTK 2020 - Andrew's Submission,700040,8,True,False,False,False
SlowFro,699117,8,True,False,False,False
Control Rescue,695944,8,True,False,False,False
ParaDUCK Shift,693861,17,False,True,False,False
Endless Runner-GMTK Game Jam,693645,9,False,False,False,False
(My Personal) Bullet Hell,696495,24,False,True,False,False
Half a Tank,694943,32,False,True,False,False
Viral Rivals,694361,40,False,True,False,False
Dungeon Reverse,696520,42,False,True,False,False
Where Is MY Parking Spot?!,693823,125,True,True,False,False
Ritual,700336,35,False,True,False,False
Green Demons,693477,9,True,False,False,False
Cowboy Chaos,697059,108,False,True,False,False
Robooc,695531,41,True,True,False,False
ControlShift,697680,9,True,False,False,False
CatFourmer,698820,21,False,True,False,False
Net Loss,695472,8,True,False,True,False
Bull on the Streets,699078,28,False,True,False,False
Velocity,695514,21,True,False,False,False
Botanic Heaven / Botanic Havoc,691055,16,True,False,False,False
Jeffery's Steampunk Adventure,696119,17,True,True,False,False
All Out of Controls,694990,13,True,False,False,False
Multiversal Betting Ranch,695159,15,True,False,False,False
Diet Check (please read instructions),700323,8,True,False,False,False
Corrupted,699958,7,False,False,False,False
Out Of Control Fishing,697046,43,True,False,True,False
Random Walking Speed Generator,697164,8,True,False,False,False
Out of Controhl,698316,9,True,False,False,True
The (Rejected) Gun Factory,693222,11,True,False,False,False
Protected Invasion,693648,11,True,False,False,False
Magnetizement,695381,14,True,False,False,False
Space Tragedy,698073,9,False,False,False,False
Gunswinger,697283,16,True,False,False,False
Gravity,700105,8,False,False,False,False
Get Out,698501,10,True,False,False,False
Novel-19,695598,8,True,False,False,False
Derelict,700273,9,False,False,True,False
Must Go Faster,695086,20,True,False,False,False
Stamp-O'-Matic 1000,697136,40,False,True,False,False
Puffy Madness,692106,31,False,True,False,False
"""Good as new""",696048,14,True,False,False,False
Berserkard,695493,24,False,False,False,False
Out of Controls,699033,27,False,True,False,False
Tubular Tantrum,700024,18,True,False,False,False
Body on the run,697540,8,False,False,False,False
TIME TO READ A GUN,697845,16,True,False,False,False
Fearless Explorers,700275,8,False,False,False,False
Operator,700793,10,True,False,False,False
you are in control,698629,8,False,False,False,False
Square jump,694187,80,False,True,False,False
Her last penny,693666,18,False,False,False,False
FX bit,699750,26,True,False,False,False
WASD to Move,696220,8,False,False,False,False
Out in space,699746,8,True,False,False,False
Super Get Hired,694679,21,False,True,False,False
TOTAL CONTROL,699596,9,True,False,False,False
Fishy Friends,699159,8,True,False,False,False
Duckformerbroken,699415,7,False,True,False,False
Dino Walking Sim,696440,41,True,False,False,False
Sumo Smash Chonks,699236,14,True,False,False,False
"Cat, Myself, And I",700238,10,False,False,False,False
Duncan the Diamond Thief,698898,8,True,False,False,False
Farmania,699664,8,True,False,False,False
Feed Fred (GMTK Game Jam 2020),696271,8,True,False,False,False
Take One For The Theme,697495,28,True,False,True,False
Guns Don't Need People,699065,38,False,True,False,False
Micro Mover,694810,9,True,False,False,False
RGBSpace,698516,19,True,False,False,False
Longshore Drift,699176,26,False,True,False,False
Goatball,697296,65,False,True,False,False
Anti Scurvy Brigade,693372,43,True,True,False,False
Inferno Guitar(GMTK game jam 2020),696224,8,True,False,False,False
Click This.,694884,21,False,True,False,False
Scraps - GMTK2020,695112,11,False,False,False,False
STTUTER,696398,12,False,False,False,False
river the dinosaur and the mysterious portal that ate the entire existence,693427,24,True,True,False,False
Master of None,695885,31,False,True,False,False
CrashApe GMTK 2020,697543,25,False,True,False,False
Slime Rocket,698499,16,False,True,False,False
Robo Push Pole,696920,157,False,True,False,False
Own Worst Enemy,698312,21,True,True,True,True
remenants of the best try of devs trying to have control over time. incomplete,698308,8,False,False,False,False
Critical,700356,8,True,False,False,False
Lost Control,696778,8,True,False,False,False
HE is out of CTRL,696727,18,True,False,False,True
Missing key,696979,11,True,False,False,False
Bull in a Brewery,699422,8,True,False,False,False
Pity Party :(,697856,12,True,False,False,False
CARP,694160,20,False,True,False,False
Soledad,699697,19,True,True,False,False
Tank Escape,695379,27,False,True,False,False
"Stress, Misery &amp; Fatigue Simulator",698337,19,True,False,False,False
Dont Loose Control,700278,8,False,False,False,False
You Had One Job,698182,24,False,True,False,False
Surpress The Revolution,696386,9,True,False,True,False
Corona at the Mall,700585,9,True,False,False,False
Thrust Vector,696881,9,True,False,False,False
Qwerty Harry Teaches Typing,700822,43,True,True,False,False
The Touchscreen is going Haywire,695310,14,True,False,False,False
Perfect Speed,697927,18,True,False,False,True
King-Aru,695215,18,True,True,True,True
Benny´s Break Room,699719,47,True,False,False,False
Zombie LMG,694385,22,True,True,True,True
Mayhem Machines,696486,20,False,True,False,False
Bloodlust,695626,34,True,False,False,False
Out of Home,695129,26,False,True,False,False
"Spirits, Save Me!",694828,34,True,True,False,False
Keep In Control,697637,16,False,True,False,False
Traffic Jam,697207,33,True,False,False,False
CORE CONTROL,694158,8,True,False,False,False
Trigger on Gold!,694250,10,True,False,False,False
Out of Control Slime ARENA,693611,10,True,False,False,False
FireClusters,698222,8,True,False,False,False
SnogWars,699148,12,True,False,False,False
Sacrificial Systems,697171,9,False,False,False,False
The Store,694932,23,False,True,False,False
Super Bomberbot and the Infinite Factory,695262,24,True,True,False,False
Out Of Physics - GMTK Game Jam 2020,693496,7,False,False,False,False
Landscape Tactician,700239,0,False,False,False,False
Broken Brakes,695642,14,True,False,False,False
The Finite Fall,696737,10,True,False,False,False
Out of CTRL,695647,81,True,True,False,False
Don't Text and Cycle,697289,50,False,True,False,False
Dopa-Mean,695574,21,False,True,False,False
Volver 420,696845,8,True,False,False,False
Connection Lost,699905,57,True,False,False,False
Disconnect,699463,12,True,False,False,False
Starry Night,696602,8,False,False,False,False
Infinity drive,696588,13,True,False,False,False
Antenna Rangers,698342,19,True,False,True,True
DOGEBALL,695135,21,True,False,False,False
Discombobulated Gravity,695228,19,True,False,False,False
Planet Earth Is Blue,698030,27,True,True,False,False
Twin Doors,698704,18,False,True,False,False
Stubborn Mages,694873,10,False,False,False,False
In Control,698573,8,False,False,False,False
"Quite Literally, Out of Your Control",693682,28,False,True,False,False
Humans Must Not Die,700518,36,True,False,False,False
Too Far Too Furious,694805,46,False,True,False,False
MindBreaker,698496,20,False,True,False,False
Chaos Rockets,699357,9,True,False,False,False
Out Of Controller,699995,9,True,False,True,True
Flight of the Unfed,694275,26,False,True,False,False
Meowt of Control,695371,15,True,False,False,False
GMTK 2020 Pyromaniac,696276,8,True,False,False,False
Sneeze Fire,697488,17,True,False,False,False
Error In System,693872,13,True,False,False,False
BORKSTEALTH,698255,8,False,False,False,False
The city is out of control,695604,8,True,False,False,True
Tag,697113,9,False,False,False,False
TARG,696577,23,False,True,False,False
Ghastly,700354,9,True,False,False,False
The T1,695890,8,True,False,False,False
DetonMotion,700817,11,True,False,True,True
Crazy Cart,699332,21,False,True,False,False
JAZZZ,697316,36,True,False,False,False
Mr. Boris Goes to BUCKINGHAM,700176,8,True,False,False,False
Axiom,695409,11,True,False,False,False
The Pandemic,697720,17,False,True,False,False
DO NOT PERCEIVE ME,699432,25,False,True,False,False
"The Trolley Problem: Out of body, Out of Control",696321,14,False,False,False,False
Rowbot,700160,10,True,False,False,False
FroYo Freakout,695028,9,False,False,False,False
Steering-less,697907,30,False,True,False,False
NULLNAUT ALPHA,697942,12,True,False,False,False
HomeTRL,697288,17,True,False,False,False
Nothin in the ordinary - GMTK 2020 Game jam,698390,8,False,False,False,False
INFLUENCE,696929,131,True,False,False,False
Frantic reload,696734,68,True,True,False,False
WDAS,693798,163,True,True,True,True
The Lone Guard,696442,18,False,True,False,False
SquareMan,695455,8,False,False,False,False
Robo Bomb,699791,8,False,False,False,False
Super Orbit-Ball,699489,15,False,True,False,False
Test Subject #1 (GMTK Game Jam 2020),696747,9,True,False,False,False
